surrogate_delta_eur,truth_delta_eur,fabrication_gap_eur,gap_frac_of_truth_cost,truth_mean_cost_eur,start
-523.3859075745568,-521.8663690630347,-1.5195385115221145,-2.350852294296472e-07,6463777.053151097,0
50.33650888130069,50.50702643021941,-0.17051754891872406,-2.658317650194599e-08,6414491.093878172,3960
0.0,-6.51925802230835e-09,6.51925802230835e-09,1.0139094467391048e-15,6429822.745290842,7944
3.2975535579025745,3.530339242890477,-0.23278568498790264,-3.61235089742286e-08,6444160.37085372,11904
0.0,3.725290298461914e-09,-3.725290298461914e-09,-5.780709135848591e-16,6444348.2813550215,15864
-583.3078639768064,-585.0642796140164,1.7564156372100115,2.7195487165457386e-07,6458481.977263272,19848
31.450087992474437,31.150841549038887,0.29924644343554974,4.650177749719246e-08,6435161.396865243,23808
-6.033816249109805,-5.987995121628046,-0.045821127481758595,-7.1390118076695275e-09,6418413.180453407,27792
-4.9369813138619065,-4.933655072003603,-0.003326241858303547,-5.181012162159234e-10,6420061.860880299,31752
-379.03212961461395,-378.7067588567734,-0.3253707578405738,-5.022344819744002e-08,6478463.1386014335,35712
-45.703072844073176,-45.68258517514914,-0.020487668924033642,-3.186442358627468e-09,6429637.388092758,39696
21.033141613006592,21.524833702482283,-0.4916920894756913,-7.674179363361978e-08,6407096.657437078,43656
